Filename,Date,Time,Title,Summary,Description,Best of,Link
./05 May/A&G 05-15-03.mp3,5/15/2003,3:00 PM,,,,,https://storage.googleapis.com/ang-archives/2003/05%20May/A&G%2005-15-03.mp3
./05 May/A&G 05-16-03.mp3,5/16/2003,4:00 PM,,,,,https://storage.googleapis.com/ang-archives/2003/05%20May/A&G%2005-16-03.mp3
./05 May/A&G 05-17-03 Best Of.mp3,5/17/2003,5:00 PM,,,,x,https://storage.googleapis.com/ang-archives/2003/05%20May/A&G%2005-17-03%20Best%20Of.mp3
./05 May/A&G 05-19-03.mp3,5/19/2003,6:00 PM,,,,,https://storage.googleapis.com/ang-archives/2003/05%20May/A&G%2005-19-03.mp3
./05 May/A&G 05-20-03.mp3,5/20/2003,7:00 PM,,,,,https://storage.googleapis.com/ang-archives/2003/05%20May/A&G%2005-20-03.mp3
./05 May/A&G 05-21-03.mp3,5/21/2003,8:00 PM,,,,,https://storage.googleapis.com/ang-archives/2003/05%20May/A&G%2005-21-03.mp3
./05 May/A&G 05-22-03.mp3,5/22/2003,9:00 PM,,,,,https://storage.googleapis.com/ang-archives/2003/05%20May/A&G%2005-22-03.mp3
./05 May/A&G 05-23-03.mp3,5/23/2003,10:00 PM,,,,,https://storage.googleapis.com/ang-archives/2003/05%20May/A&G%2005-23-03.mp3
./05 May/A&G 05-24-03 Best Of.mp3,5/24/2003,11:00 PM,,,,x,https://storage.googleapis.com/ang-archives/2003/05%20May/A&G%2005-24-03%20Best%20Of.mp3
./05 May/A&G 05-27-03.mp3,5/27/2003,12:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/05%20May/A&G%2005-27-03.mp3
./05 May/A&G 05-29-03.mp3,5/29/2003,1:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/05%20May/A&G%2005-29-03.mp3
./05 May/A&G 05-30-03.mp3,5/30/2003,2:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/05%20May/A&G%2005-30-03.mp3
./05 May/A&G 05-31-03 Best Of.mp3,5/31/2003,3:00 AM,,,,x,https://storage.googleapis.com/ang-archives/2003/05%20May/A&G%2005-31-03%20Best%20Of.mp3
./06 June/A&G 06-05-03.mp3,6/5/2003,4:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/06%20June/A&G%2006-05-03.mp3
./06 June/A&G 06-06-03.mp3,6/6/2003,5:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/06%20June/A&G%2006-06-03.mp3
./06 June/A&G 06-09-03.mp3,6/9/2003,6:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/06%20June/A&G%2006-09-03.mp3
./06 June/A&G 06-11-03.mp3,6/11/2003,7:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/06%20June/A&G%2006-11-03.mp3
./06 June/A&G 06-12-03.mp3,6/12/2003,8:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/06%20June/A&G%2006-12-03.mp3
./06 June/A&G 06-13-03.mp3,6/13/2003,9:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/06%20June/A&G%2006-13-03.mp3
./06 June/A&G 06-14-03 Best Of.mp3,6/14/2003,10:00 AM,,,,x,https://storage.googleapis.com/ang-archives/2003/06%20June/A&G%2006-14-03%20Best%20Of.mp3
./06 June/A&G 06-16-03.mp3,6/16/2003,11:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/06%20June/A&G%2006-16-03.mp3
./06 June/A&G 06-17-03.mp3,6/17/2003,12:00 PM,,,,,https://storage.googleapis.com/ang-archives/2003/06%20June/A&G%2006-17-03.mp3
./06 June/A&G 06-19-03.mp3,6/19/2003,1:00 PM,,,,,https://storage.googleapis.com/ang-archives/2003/06%20June/A&G%2006-19-03.mp3
./06 June/A&G 06-20-03.mp3,6/20/2003,2:00 PM,,,,,https://storage.googleapis.com/ang-archives/2003/06%20June/A&G%2006-20-03.mp3
./06 June/A&G 06-21-03 Best Of.mp3,6/21/2003,3:00 PM,,,,x,https://storage.googleapis.com/ang-archives/2003/06%20June/A&G%2006-21-03%20Best%20Of.mp3
./06 June/A&G 06-24-03 Best Of.mp3,6/24/2003,4:00 PM,,,,x,https://storage.googleapis.com/ang-archives/2003/06%20June/A&G%2006-24-03%20Best%20Of.mp3
./06 June/A&G 06-25-03 Best Of.mp3,6/25/2003,5:00 PM,,,,x,https://storage.googleapis.com/ang-archives/2003/06%20June/A&G%2006-25-03%20Best%20Of.mp3
./06 June/A&G 06-26-03 Best Of.mp3,6/26/2003,6:00 PM,,,,x,https://storage.googleapis.com/ang-archives/2003/06%20June/A&G%2006-26-03%20Best%20Of.mp3
./06 June/A&G 06-27-03 Best Of.mp3,6/27/2003,7:00 PM,,,,x,https://storage.googleapis.com/ang-archives/2003/06%20June/A&G%2006-27-03%20Best%20Of.mp3
./06 June/A&G 06-28-03 Best Of.mp3,6/28/2003,8:00 PM,,,,x,https://storage.googleapis.com/ang-archives/2003/06%20June/A&G%2006-28-03%20Best%20Of.mp3
./06 June/A&G 06-30-03.mp3,6/30/2003,9:00 PM,,,,,https://storage.googleapis.com/ang-archives/2003/06%20June/A&G%2006-30-03.mp3
./07 July/A&G 07-01-03.mp3,7/1/2003,10:00 PM,,,,,https://storage.googleapis.com/ang-archives/2003/07%20July/A&G%2007-01-03.mp3
./07 July/A&G 07-02-03.mp3,7/2/2003,11:00 PM,,,,,https://storage.googleapis.com/ang-archives/2003/07%20July/A&G%2007-02-03.mp3
./07 July/A&G 07-03-03.mp3,7/3/2003,12:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/07%20July/A&G%2007-03-03.mp3
./07 July/A&G 07-05-03 Best Of.mp3,7/5/2003,1:00 AM,,,,x,https://storage.googleapis.com/ang-archives/2003/07%20July/A&G%2007-05-03%20Best%20Of.mp3
./07 July/A&G 07-07-03.mp3,7/7/2003,2:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/07%20July/A&G%2007-07-03.mp3
./07 July/A&G 07-08-03.mp3,7/8/2003,3:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/07%20July/A&G%2007-08-03.mp3
./07 July/A&G 07-09-03.mp3,7/9/2003,4:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/07%20July/A&G%2007-09-03.mp3
./07 July/A&G 07-10-03.mp3,7/10/2003,5:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/07%20July/A&G%2007-10-03.mp3
./07 July/A&G 07-11-03.mp3,7/11/2003,6:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/07%20July/A&G%2007-11-03.mp3
./07 July/A&G 07-12-03 Best Of.mp3,7/12/2003,7:00 AM,,,,x,https://storage.googleapis.com/ang-archives/2003/07%20July/A&G%2007-12-03%20Best%20Of.mp3
./07 July/A&G 07-14-03.mp3,7/14/2003,8:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/07%20July/A&G%2007-14-03.mp3
./07 July/A&G 07-15-03.mp3,7/15/2003,9:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/07%20July/A&G%2007-15-03.mp3
./07 July/A&G 07-16-03.mp3,7/16/2003,10:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/07%20July/A&G%2007-16-03.mp3
./07 July/A&G 07-18-03.mp3,7/18/2003,11:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/07%20July/A&G%2007-18-03.mp3
./07 July/A&G 07-21-03.mp3,7/21/2003,12:00 PM,,,,,https://storage.googleapis.com/ang-archives/2003/07%20July/A&G%2007-21-03.mp3
./07 July/A&G 07-22-03.mp3,7/22/2003,1:00 PM,,,,,https://storage.googleapis.com/ang-archives/2003/07%20July/A&G%2007-22-03.mp3
./07 July/A&G 07-23-03.mp3,7/23/2003,2:00 PM,,,,,https://storage.googleapis.com/ang-archives/2003/07%20July/A&G%2007-23-03.mp3
./07 July/A&G 07-25-03.mp3,7/25/2003,3:00 PM,,,,,https://storage.googleapis.com/ang-archives/2003/07%20July/A&G%2007-25-03.mp3
./07 July/A&G 07-26-03 Best Of.mp3,7/26/2003,4:00 PM,,,,x,https://storage.googleapis.com/ang-archives/2003/07%20July/A&G%2007-26-03%20Best%20Of.mp3
./07 July/A&G 07-28-03.mp3,7/28/2003,5:00 PM,,,,,https://storage.googleapis.com/ang-archives/2003/07%20July/A&G%2007-28-03.mp3
./07 July/A&G 07-29-03.mp3,7/29/2003,6:00 PM,,,,,https://storage.googleapis.com/ang-archives/2003/07%20July/A&G%2007-29-03.mp3
./07 July/A&G 07-30-03.mp3,7/30/2003,7:00 PM,,,,,https://storage.googleapis.com/ang-archives/2003/07%20July/A&G%2007-30-03.mp3
./08 August/A&G 08-06-03.mp3,8/6/2003,8:00 PM,,,,,https://storage.googleapis.com/ang-archives/2003/08%20August/A&G%2008-06-03.mp3
./08 August/A&G 08-07-03.mp3,8/7/2003,9:00 PM,,,,,https://storage.googleapis.com/ang-archives/2003/08%20August/A&G%2008-07-03.mp3
./08 August/A&G 08-08-03.mp3,8/8/2003,10:00 PM,,,,,https://storage.googleapis.com/ang-archives/2003/08%20August/A&G%2008-08-03.mp3
./08 August/A&G 08-11-03.mp3,8/11/2003,11:00 PM,,,,,https://storage.googleapis.com/ang-archives/2003/08%20August/A&G%2008-11-03.mp3
./08 August/A&G 08-12-03.mp3,8/12/2003,12:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/08%20August/A&G%2008-12-03.mp3
./08 August/A&G 08-13-03.mp3,8/13/2003,1:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/08%20August/A&G%2008-13-03.mp3
./08 August/A&G 08-15-03.mp3,8/15/2003,2:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/08%20August/A&G%2008-15-03.mp3
./08 August/A&G 08-19-03.mp3,8/19/2003,3:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/08%20August/A&G%2008-19-03.mp3
./08 August/A&G 08-20-03.mp3,8/20/2003,4:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/08%20August/A&G%2008-20-03.mp3
./08 August/A&G 08-22-03.mp3,8/22/2003,5:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/08%20August/A&G%2008-22-03.mp3
./08 August/A&G 08-23-03 Best Of.mp3,8/23/2003,6:00 AM,,,,x,https://storage.googleapis.com/ang-archives/2003/08%20August/A&G%2008-23-03%20Best%20Of.mp3
./08 August/A&G 08-25-03.mp3,8/25/2003,7:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/08%20August/A&G%2008-25-03.mp3
./08 August/A&G 08-26-03.mp3,8/26/2003,8:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/08%20August/A&G%2008-26-03.mp3
./08 August/A&G 08-27-03.mp3,8/27/2003,9:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/08%20August/A&G%2008-27-03.mp3
./08 August/A&G 08-29-03.mp3,8/29/2003,10:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/08%20August/A&G%2008-29-03.mp3
./09/A&G 09-01-03.mp3,9/1/2003,11:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/09/A&G%2009-01-03.mp3
./09/A&G 09-02-03.mp3,9/2/2003,12:00 PM,,,,,https://storage.googleapis.com/ang-archives/2003/09/A&G%2009-02-03.mp3
./09/A&G 09-03-03.mp3,9/3/2003,1:00 PM,,,,,https://storage.googleapis.com/ang-archives/2003/09/A&G%2009-03-03.mp3
./09/A&G 09-04-03.mp3,9/4/2003,2:00 PM,,,,,https://storage.googleapis.com/ang-archives/2003/09/A&G%2009-04-03.mp3
./09/A&G 09-05-03.mp3,9/5/2003,3:00 PM,,,,,https://storage.googleapis.com/ang-archives/2003/09/A&G%2009-05-03.mp3
./09/A&G 09-06-03 Best Of.mp3,9/6/2003,4:00 PM,,,,x,https://storage.googleapis.com/ang-archives/2003/09/A&G%2009-06-03%20Best%20Of.mp3
./09/A&G 09-08-03.mp3,9/8/2003,5:00 PM,,,,,https://storage.googleapis.com/ang-archives/2003/09/A&G%2009-08-03.mp3
./09/A&G 09-09-03.mp3,9/9/2003,6:00 PM,,,,,https://storage.googleapis.com/ang-archives/2003/09/A&G%2009-09-03.mp3
./09/A&G 09-10-03.mp3,9/10/2003,7:00 PM,,,,,https://storage.googleapis.com/ang-archives/2003/09/A&G%2009-10-03.mp3
./09/A&G 09-12-03.mp3,9/12/2003,8:00 PM,,,,,https://storage.googleapis.com/ang-archives/2003/09/A&G%2009-12-03.mp3
./09/A&G 09-13-03 Best Of.mp3,9/13/2003,9:00 PM,,,,x,https://storage.googleapis.com/ang-archives/2003/09/A&G%2009-13-03%20Best%20Of.mp3
./09/A&G 09-16-03.mp3,9/16/2003,10:00 PM,,,,,https://storage.googleapis.com/ang-archives/2003/09/A&G%2009-16-03.mp3
./09/A&G 09-17-03.mp3,9/17/2003,11:00 PM,,,,,https://storage.googleapis.com/ang-archives/2003/09/A&G%2009-17-03.mp3
./09/A&G 09-18-03.mp3,9/18/2003,12:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/09/A&G%2009-18-03.mp3
./09/A&G 09-19-03.mp3,9/19/2003,1:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/09/A&G%2009-19-03.mp3
./09/A&G 09-20-03 Best Of.mp3,9/20/2003,2:00 AM,,,,x,https://storage.googleapis.com/ang-archives/2003/09/A&G%2009-20-03%20Best%20Of.mp3
./09/A&G 09-22-03.mp3,9/22/2003,3:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/09/A&G%2009-22-03.mp3
./09/A&G 09-23-03.mp3,9/23/2003,4:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/09/A&G%2009-23-03.mp3
./09/A&G 09-24-03.mp3,9/24/2003,5:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/09/A&G%2009-24-03.mp3
./09/A&G 09-25-03.mp3,9/25/2003,6:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/09/A&G%2009-25-03.mp3
./09/A&G 09-26-03.mp3,9/26/2003,7:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/09/A&G%2009-26-03.mp3
./09/A&G 09-27-03 Best Of.mp3,9/27/2003,8:00 AM,,,,x,https://storage.googleapis.com/ang-archives/2003/09/A&G%2009-27-03%20Best%20Of.mp3
./09/A&G 09-29-03.mp3,9/29/2003,9:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/09/A&G%2009-29-03.mp3
./09/A&G 09-30-03.mp3,9/30/2003,10:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/09/A&G%2009-30-03.mp3
./10/A&G 10-01-03.mp3,10/1/2003,11:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/10/A&G%2010-01-03.mp3
./10/A&G 10-02-03.mp3,10/2/2003,12:00 PM,,,,,https://storage.googleapis.com/ang-archives/2003/10/A&G%2010-02-03.mp3
./10/A&G 10-03-03.mp3,10/3/2003,1:00 PM,,,,,https://storage.googleapis.com/ang-archives/2003/10/A&G%2010-03-03.mp3
./10/A&G 10-04-03 Best Of.mp3,10/4/2003,2:00 PM,,,,x,https://storage.googleapis.com/ang-archives/2003/10/A&G%2010-04-03%20Best%20Of.mp3
./10/A&G 10-07-03.mp3,10/7/2003,3:00 PM,,,,,https://storage.googleapis.com/ang-archives/2003/10/A&G%2010-07-03.mp3
./10/A&G 10-09-03.mp3,10/9/2003,4:00 PM,,,,,https://storage.googleapis.com/ang-archives/2003/10/A&G%2010-09-03.mp3
./10/A&G 10-10-03.mp3,10/10/2003,5:00 PM,,,,,https://storage.googleapis.com/ang-archives/2003/10/A&G%2010-10-03.mp3
./10/A&G 10-11-03 Best Of.mp3,10/11/2003,6:00 PM,,,,x,https://storage.googleapis.com/ang-archives/2003/10/A&G%2010-11-03%20Best%20Of.mp3
./10/A&G 10-13-03.mp3,10/13/2003,7:00 PM,,,,,https://storage.googleapis.com/ang-archives/2003/10/A&G%2010-13-03.mp3
./10/A&G 10-14-03.mp3,10/14/2003,8:00 PM,,,,,https://storage.googleapis.com/ang-archives/2003/10/A&G%2010-14-03.mp3
./10/A&G 10-15-03.mp3,10/15/2003,9:00 PM,,,,,https://storage.googleapis.com/ang-archives/2003/10/A&G%2010-15-03.mp3
./10/A&G 10-16-03.mp3,10/16/2003,10:00 PM,,,,,https://storage.googleapis.com/ang-archives/2003/10/A&G%2010-16-03.mp3
./10/A&G 10-17-03.mp3,10/17/2003,11:00 PM,,,,,https://storage.googleapis.com/ang-archives/2003/10/A&G%2010-17-03.mp3
./10/A&G 10-21-03.mp3,10/21/2003,12:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/10/A&G%2010-21-03.mp3
./10/A&G 10-22-03.mp3,10/22/2003,1:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/10/A&G%2010-22-03.mp3
./10/A&G 10-25-03 Best Of.mp3,10/25/2003,2:00 AM,,,,x,https://storage.googleapis.com/ang-archives/2003/10/A&G%2010-25-03%20Best%20Of.mp3
./10/A&G 10-27-03.mp3,10/27/2003,3:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/10/A&G%2010-27-03.mp3
./10/A&G 10-28-03.mp3,10/28/2003,4:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/10/A&G%2010-28-03.mp3
./10/A&G 10-29-03.mp3,10/29/2003,5:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/10/A&G%2010-29-03.mp3
./10/A&G 10-30-03.mp3,10/30/2003,6:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/10/A&G%2010-30-03.mp3
./11/A&G 11-01-03 Best Of.mp3,11/1/2003,7:00 AM,,,,x,https://storage.googleapis.com/ang-archives/2003/11/A&G%2011-01-03%20Best%20Of.mp3
./11/A&G 11-03-03.mp3,11/3/2003,8:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/11/A&G%2011-03-03.mp3
./11/A&G 11-04-03.mp3,11/4/2003,9:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/11/A&G%2011-04-03.mp3
./11/A&G 11-05-03.mp3,11/5/2003,10:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/11/A&G%2011-05-03.mp3
./11/A&G 11-06-03.mp3,11/6/2003,11:00 AM,,,,,https://storage.googleapis.com/ang-archives/2003/11/A&G%2011-06-03.mp3
./11/A&G 11-10-03.mp3,11/10/2003,12:00 PM,,,,,https://storage.googleapis.com/ang-archives/2003/11/A&G%2011-10-03.mp3
./11/A&G 11-11-03.mp3,11/11/2003,1:00 PM,,,,,https://storage.googleapis.com/ang-archives/2003/11/A&G%2011-11-03.mp3
./11/A&G 11-13-03.mp3,11/13/2003,2:00 PM,,,,,https://storage.googleapis.com/ang-archives/2003/11/A&G%2011-13-03.mp3
